Symbol,Name,MarketCap,IPOyear,Sector,Industry,Date
DFNL,Davis Select Financial ETF,0,n/a,n/a,n/a,31/10/17
DUSA,Davis Select U.S. Equity ETF,0,n/a,n/a,n/a,31/10/17
DWLD,Davis Select Worldwide ETF,0,n/a,n/a,n/a,31/10/17
DWSN,Dawson Geophysical Company,97657479,n/a,Energy,Oil & Gas Production,31/10/17
DBVT,DBV Technologies S.A.,548387993.3,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),31/10/17
DCPH,"Deciphera Pharmaceuticals, Inc.",595085541.6,2017,Health Care,Major Pharmaceuticals,31/10/17
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",300251312.1,2012,Consumer Services,Restaurants,31/10/17
TACO,"Del Taco Restaurants, Inc.",489653782.4,2014,Consumer Services,Restaurants,31/10/17
TACOW,"Del Taco Restaurants, Inc.",0,2014,Consumer Services,Restaurants,31/10/17
DMPI,"DelMar Pharmaceuticals, Inc.",18750128.64,n/a,Health Care,Major Pharmaceuticals,31/10/17
DELT,Delta Technology Holdings Limited,12504507.6,n/a,Basic Industries,Major Chemicals,31/10/17
DELTW,Delta Technology Holdings Limited,0,2013,Basic Industries,Major Chemicals,31/10/17
DENN,Denny&#39;s Corporation,873275910,n/a,Consumer Services,Restaurants,31/10/17
XRAY,DENTSPLY SIRONA Inc.,14079938252,1987,Health Care,Medical/Dental Instruments,31/10/17
DEPO,"Depomed, Inc.",307386251.7,n/a,Health Care,Major Pharmaceuticals,31/10/17
DERM,"Dermira, Inc.",1065571028,2014,Health Care,Major Pharmaceuticals,31/10/17
DEST,Destination Maternity Corporation,36716843.51,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,31/10/17
DXLG,"Destination XL Group, Inc.",94877684.85,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,31/10/17
DSWL,"Deswell Industries, Inc.",42890145.3,1995,Consumer Non-Durables,Plastic Products,31/10/17
DTRM,"Determine, Inc. ",33302633.04,n/a,Technology,Computer Software: Prepackaged Software,31/10/17
RNDM,Developed International Equity Select ETF,5078091.56,n/a,n/a,n/a,31/10/17
DXCM,"DexCom, Inc.",3857155754,2005,Health Care,Medical/Dental Instruments,31/10/17
DXTR,Dextera Surgical Inc.,9231492.279,n/a,Health Care,Medical/Dental Instruments,31/10/17
DHXM,DHX Media Ltd.,103509902.6,n/a,n/a,n/a,31/10/17
DHIL,"Diamond Hill Investment Group, Inc.",752314460.9,n/a,Finance,Investment Managers,31/10/17
FANG,"Diamondback Energy, Inc.",10261746164,2012,Energy,Oil & Gas Production,31/10/17
DCIX,Diana Containerships Inc.,59.15,n/a,Transportation,Marine Transportation,31/10/17
DRNA,"Dicerna Pharmaceuticals, Inc.",107348809.4,2014,Health Care,Major Pharmaceuticals,31/10/17
DFBG,Differential Brands Group Inc.,14649009.1,n/a,Consumer Non-Durables,Apparel,31/10/17
DFFN,Diffusion Pharmaceuticals Inc.,20628761.01,n/a,Health Care,Major Pharmaceuticals,31/10/17
DGII,Digi International Inc.,278666923.5,1989,Technology,Computer Communications Equipment,31/10/17
DMRC,Digimarc Corporation,397735972.4,n/a,Technology,EDP Services,31/10/17
DRAD,Digirad Corporation,39955968,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,31/10/17
DGLY,"Digital Ally, Inc.",13189288.9,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,31/10/17
APPS,"Digital Turbine, Inc.",105243343.4,n/a,Miscellaneous,Multi-Sector Companies,31/10/17
DCOM,"Dime Community Bancshares, Inc.",831317672.4,n/a,Finance,Savings Institutions,31/10/17
DMTX,"Dimension Therapeutics, Inc.",151254918,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),31/10/17
DIOD,Diodes Incorporated,1719038295,n/a,Technology,Semiconductors,31/10/17
DISCA,"Discovery Communications, Inc.",7231875400,n/a,Consumer Services,Television Services,31/10/17
DISCB,"Discovery Communications, Inc.",8717669507,n/a,Consumer Services,Television Services,31/10/17
DISCK,"Discovery Communications, Inc.",6814943380,n/a,Consumer Services,Television Services,31/10/17
DISH,DISH Network Corporation,21669565755,1995,Consumer Services,Television Services,31/10/17
DVCR,Diversicare Healthcare Services Inc.,74599555.8,n/a,Health Care,Hospital/Nursing Management,31/10/17
SAUC,"Diversified Restaurant Holdings, Inc.",45344900.7,n/a,Consumer Services,Restaurants,31/10/17
DLHC,DLH Holdings Corp.,70004648.16,n/a,Technology,Professional Services,31/10/17
BOOM,DMC Global Inc.,307969491.2,n/a,Capital Goods,Industrial Specialties,31/10/17
DNBF,DNB Financial Corp,144928026,n/a,Finance,Major Banks,31/10/17
DLTR,"Dollar Tree, Inc.",22076291225,1995,Consumer Services,Department/Specialty Retail Stores,31/10/17
DGICA,"Donegal Group, Inc.",456279370.6,n/a,Finance,Property-Casualty Insurers,31/10/17
DGICB,"Donegal Group, Inc.",364750275.3,1986,Finance,Property-Casualty Insurers,31/10/17
DMLP,"Dorchester Minerals, L.P.",470477706.1,n/a,Energy,Oil & Gas Production,31/10/17
DORM,"Dorman Products, Inc.",2325862434,n/a,Capital Goods,Auto Parts:O.E.M.,31/10/17
EAGL,Double Eagle Acquisition Corp.,622043290,2015,Finance,Business Services,31/10/17
EAGLU,Double Eagle Acquisition Corp.,0,2015,Finance,Business Services,31/10/17
EAGLW,Double Eagle Acquisition Corp.,0,2015,Finance,Business Services,31/10/17
DOVA,"Dova Pharmaceuticals, Inc.",636180933.6,2017,Health Care,Major Pharmaceuticals,31/10/17
LYL,Dragon Victory International Limited,106166669.7,2017,Finance,Finance/Investors Services,31/10/17
DOTA,"Draper Oakwood Technology Acquisition, Inc.",0,2017,Finance,Business Services,31/10/17
DOTAR,"Draper Oakwood Technology Acquisition, Inc.",0,2017,Finance,Business Services,31/10/17
DOTAU,"Draper Oakwood Technology Acquisition, Inc.",0,2017,Finance,Business Services,31/10/17
DOTAW,"Draper Oakwood Technology Acquisition, Inc.",0,2017,Finance,Business Services,31/10/17
DRYS,DryShips Inc.,343519627.2,2005,Transportation,Marine Transportation,31/10/17
DSPG,"DSP Group, Inc.",299258545.7,1994,Technology,Semiconductors,31/10/17
DLTH,Duluth Holdings Inc.,656966051.3,2015,Consumer Services,Clothing/Shoe/Accessory Stores,31/10/17
DNKN,"Dunkin&#39; Brands Group, Inc.",4947037056,2011,Consumer Services,Restaurants,31/10/17
DRRX,DURECT Corporation,114041510.8,2000,Health Care,Major Pharmaceuticals,31/10/17
DXPE,"DXP Enterprises, Inc.",553722857.7,n/a,Capital Goods,Industrial Machinery/Components,31/10/17
DYSL,Dynasil Corporation of America,24059544.87,n/a,Capital Goods,Industrial Machinery/Components,31/10/17
DYNT,Dynatronics Corporation,11818050.3,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,31/10/17
DVAX,Dynavax Technologies Corporation,1312799135,2004,Health Care,Major Pharmaceuticals,31/10/17
ETFC,E*TRADE Financial Corporation,11718123260,n/a,Finance,Savings Institutions,31/10/17
EBMT,"Eagle Bancorp Montana, Inc.",99758977.5,n/a,Finance,Major Banks,31/10/17
EGBN,"Eagle Bancorp, Inc.",2299910806,n/a,Finance,Major Banks,31/10/17
EGLE,Eagle Bulk Shipping Inc.,351993791,n/a,Transportation,Marine Transportation,31/10/17
EFBI,"Eagle Financial Bancorp, Inc.",27111302.48,2017,Finance,Savings Institutions,31/10/17
EGRX,"Eagle Pharmaceuticals, Inc.",829185000,2014,Health Care,Major Pharmaceuticals,31/10/17
IGLE,Eagleline Acquisition Corp.,0,n/a,n/a,n/a,31/10/17
EWBC,"East West Bancorp, Inc.",8842628090,n/a,Finance,Major Banks,31/10/17
EACQ,Easterly Acquisition Corp.,208137600.5,2015,Capital Goods,Building Products,31/10/17
EACQU,Easterly Acquisition Corp.,0,2015,Capital Goods,Building Products,31/10/17
EACQW,Easterly Acquisition Corp.,0,2015,Capital Goods,Building Products,31/10/17
EML,Eastern Company (The),186848104.8,n/a,Capital Goods,Industrial Machinery/Components,31/10/17
ESDI,"Eastside Distilling, Inc.",19249352.01,n/a,Consumer Non-Durables,Beverages (Production/Distribution),31/10/17
ESDIW,"Eastside Distilling, Inc.",0,n/a,Consumer Non-Durables,Beverages (Production/Distribution),31/10/17
EVGBC,Eaton Vance NextShares Trust,0,n/a,n/a,n/a,31/10/17
EVSTC,Eaton Vance NextShares Trust,0,n/a,n/a,n/a,31/10/17
EVLMC,Eaton Vance NextShares Trust II,0,n/a,n/a,n/a,31/10/17
EBAY,eBay Inc.,38440217989,1998,Miscellaneous,Business Services,31/10/17
EBAYL,eBay Inc.,0,n/a,Miscellaneous,Business Services,31/10/17
EBIX,"Ebix, Inc.",2124585370,n/a,Technology,EDP Services,31/10/17
ELON,Echelon Corporation,21759438.01,1998,Technology,Computer Communications Equipment,31/10/17
ECHO,"Echo Global Logistics, Inc.",680550138.5,2009,Transportation,Oil Refining/Marketing,31/10/17
SATS,EchoStar Corporation,5360146535,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,31/10/17
EEI,"Ecology and Environment, Inc.",50880385.19,1987,Consumer Services,Military/Government/Technical,31/10/17
ESES,"Eco-Stim Energy Solutions, Inc.",101878400.5,n/a,Energy,Oilfield Services/Equipment,31/10/17
EDAP,EDAP TMS S.A.,86853190.24,1997,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,31/10/17
EDGE,"Edge Therapeutics, Inc.",338135640.3,2015,Health Care,Major Pharmaceuticals,31/10/17
EDGW,"Edgewater Technology, Inc.",90611332.5,n/a,Technology,"Computer Software: Programming, Data Processing",31/10/17
EDIT,"Editas Medicine, Inc.",929881555.7,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),31/10/17
EDUC,Educational Development Corporation,51530131.8,n/a,Consumer Durables,Consumer Specialties,31/10/17
EGAN,eGain Corporation,83053241.55,1999,Technology,Computer Software: Prepackaged Software,31/10/17
EGLT,Egalet Corporation,43694090.48,2014,Health Care,Major Pharmaceuticals,31/10/17
EHTH,"eHealth, Inc.",436877657.4,2006,Finance,Specialty Insurers,31/10/17
EIGR,"Eiger BioPharmaceuticals, Inc.",97057548,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),31/10/17
EKSO,"Ekso Bionics Holdings, Inc.",64106452.04,n/a,Capital Goods,Industrial Machinery/Components,31/10/17
LOCO,"El Pollo Loco Holdings, Inc.",452224539,2014,Consumer Services,Restaurants,31/10/17
EMITF,Elbit Imaging Ltd.,22793203.84,n/a,Consumer Services,Building operators,31/10/17
ESLT,Elbit Systems Ltd.,6448090823,n/a,Capital Goods,Military/Government/Technical,31/10/17
ERI,"Eldorado Resorts, Inc.",1936084327,n/a,Consumer Services,Hotels/Resorts,31/10/17
ESIO,"Electro Scientific Industries, Inc.",571607816.3,n/a,Miscellaneous,Industrial Machinery/Components,31/10/17
EA,Electronic Arts Inc.,36087183074,n/a,Technology,Computer Software: Prepackaged Software,31/10/17
EFII,"Electronics for Imaging, Inc.",1379749754,1992,Technology,Computer Communications Equipment,31/10/17
ELSE,"Electro-Sensors, Inc.",12902979.8,n/a,Capital Goods,Industrial Machinery/Components,31/10/17
ELEC,Electrum Special Acquisition Corporation,184808238,2015,Finance,Business Services,31/10/17
ELECU,Electrum Special Acquisition Corporation,191118763.2,2015,Finance,Business Services,31/10/17
ELECW,Electrum Special Acquisition Corporation,0,2015,Finance,Business Services,31/10/17
EBIO,"Eleven Biotherapeutics, Inc.",26676805.68,2014,Health Care,Major Pharmaceuticals,31/10/17
DWAC,Elkhorn Commodity Rotation Strategy ETF,2407258.144,n/a,n/a,n/a,31/10/17
ESBK,Elmira Savings Bank NY (The),56909678.91,n/a,Finance,Major Banks,31/10/17
ELTK,Eltek Ltd.,6389940.06,1997,Technology,Electrical Products,31/10/17
EMCI,EMC Insurance Group Inc.,647760668.7,1982,Finance,Property-Casualty Insurers,31/10/17
EMCF,Emclaire Financial Corp,70196059,n/a,Finance,Major Banks,31/10/17
EMKR,EMCORE Corporation,212345364,1997,Technology,Semiconductors,31/10/17
RNEM,Emerging Markets Equity Select ETF,5308006.158,n/a,n/a,n/a,31/10/17
EMMS,Emmis Communications Corporation,45504735.6,1994,Consumer Services,Broadcasting,31/10/17
NYNY,"Empire Resorts, Inc.",698381465.6,n/a,Consumer Services,Restaurants,31/10/17
ENTA,"Enanta Pharmaceuticals, Inc.",947837516,2013,Health Care,Major Pharmaceuticals,31/10/17
ECPG,Encore Capital Group Inc,1216259888,n/a,Finance,Finance Companies,31/10/17
WIRE,Encore Wire Corporation,927839285.7,1992,Capital Goods,Metal Fabrications,31/10/17
ENDP,Endo International plc,1312957360,n/a,Health Care,Major Pharmaceuticals,31/10/17
ECYT,"Endocyte, Inc.",216324402.1,2011,Health Care,Major Pharmaceuticals,31/10/17
ELGX,"Endologix, Inc.",434694557.8,n/a,Health Care,Medical/Dental Instruments,31/10/17
NDRA,ENDRA Life Sciences Inc.,10158270.2,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,31/10/17
NDRAW,ENDRA Life Sciences Inc.,0,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,31/10/17
EIGI,"Endurance International Group Holdings, Inc.",1180719408,2013,Technology,Computer Software: Prepackaged Software,31/10/17
WATT,Energous Corporation,214619421.8,2014,Technology,Radio And Television Broadcasting And Communications Equipment,31/10/17
EFOI,"Energy Focus, Inc.",28689528.34,n/a,Consumer Durables,Building Products,31/10/17
EHR,"Energy Hunter Resources, Inc.",0,n/a,n/a,n/a,31/10/17
ERII,"Energy Recovery, Inc.",429147933.2,2008,Technology,Industrial Machinery/Components,31/10/17
EXXI,"Energy XXI Gulf Coast, Inc.",268761344.4,n/a,Energy,Oil & Gas Production,31/10/17
ENG,ENGlobal Corporation,34012592.5,n/a,Consumer Services,Military/Government/Technical,31/10/17
ENPH,"Enphase Energy, Inc.",115030187.2,2012,Technology,Semiconductors,31/10/17
ESGR,Enstar Group Limited,4495188896,n/a,Finance,Property-Casualty Insurers,31/10/17
ENFC,Entegra Financial Corp.,188818856.5,2014,Finance,Banks,31/10/17
ENTG,"Entegris, Inc.",4579938222,2000,Consumer Non-Durables,Plastic Products,31/10/17
ENTL,"Entellus Medical, Inc.",444567476.6,2015,Health Care,Medical/Dental Instruments,31/10/17
EBTC,Enterprise Bancorp Inc,424417142.9,n/a,Finance,Major Banks,31/10/17
EFSC,Enterprise Financial Services Corporation,1048795966,n/a,Finance,Major Banks,31/10/17
ENZY          ,Enzymotec Ltd.,258129810,2013,Consumer Durables,Specialty Chemicals,31/10/17
EPZM,"Epizyme, Inc.",1151557556,2013,Health Care,Major Pharmaceuticals,31/10/17
PLUS,ePlus inc.,1329590594,1996,Technology,Retail: Computer Software & Peripheral Equipment,31/10/17
EQIX,"Equinix, Inc.",35582726731,2000,Consumer Services,Real Estate Investment Trusts,31/10/17
EQFN,Equitable Financial Corp.,34531553,2015,Finance,Savings Institutions,31/10/17
EQBK,"Equity Bancshares, Inc.",415258972.4,2015,Finance,Major Banks,31/10/17
ERIC,Ericsson,2022523185,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,31/10/17
ERIE,Erie Indemnity Company,6482897835,n/a,Finance,Specialty Insurers,31/10/17
ESCA,"Escalade, Incorporated",183866700.8,n/a,Consumer Non-Durables,Recreational Products/Toys,31/10/17
ESPR,"Esperion Therapeutics, Inc.",1067978768,2013,Health Care,Major Pharmaceuticals,31/10/17
ESQ,"Esquire Financial Holdings, Inc.",117729801,2017,Finance,Commercial Banks,31/10/17
ESSA,"ESSA Bancorp, Inc.",186691478.4,n/a,Finance,Banks,31/10/17
EPIX,ESSA Pharma Inc.,7682898.696,n/a,Health Care,Major Pharmaceuticals,31/10/17
ESND,Essendant Inc.,370039903.7,n/a,Consumer Services,Paper,31/10/17
ITEQ,ETF Managers Trust BlueStar TA-BIGITech Israel Technology ETF,0,n/a,n/a,n/a,31/10/17
ETSY,"Etsy, Inc.",1980811902,2015,Miscellaneous,Business Services,31/10/17
CLWT,Euro Tech Holdings Company Limited,8041445.1,1997,Consumer Durables,Diversified Electronic Products,31/10/17
EEFT,"Euronet Worldwide, Inc.",5163011839,1997,Finance,Investment Bankers/Brokers/Service,31/10/17
ESEA,Euroseas Ltd.,19777725.12,n/a,Transportation,Marine Transportation,31/10/17
EVEP,"EV Energy Partners, L.P.",29497899.23,2006,Energy,Oil & Gas Production,31/10/17
EVBG,"Everbridge, Inc.",749301491,2016,Technology,Computer Software: Prepackaged Software,31/10/17
EVK,"Ever-Glory International Group, Inc.",34763164.6,n/a,Consumer Non-Durables,Apparel,31/10/17
MRAM,"Everspin Technologies, Inc.",134602032.4,2016,Technology,Semiconductors,31/10/17
EVLV,EVINE Live Inc.,72399370.38,n/a,Consumer Services,Catalog/Specialty Distribution,31/10/17
EVGN,Evogene Ltd.,110209867.3,n/a,Basic Industries,Agricultural Chemicals,31/10/17
EVOK,"Evoke Pharma, Inc.",45241675.5,2013,Health Care,Major Pharmaceuticals,31/10/17
EVOL,"Evolving Systems, Inc.",58860797.8,1998,Technology,EDP Services,31/10/17
EXA,Exa Corporation,364653247.2,2012,Technology,Computer Software: Prepackaged Software,31/10/17
EXAS,Exact Sciences Corporation,6092973717,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch,31/10/17
EXAC,"Exactech, Inc.",608068363.5,1996,Health Care,Industrial Specialties,31/10/17
XELA,"Exela Technologies, Inc.",790379286.2,2015,Miscellaneous,Business Services,31/10/17
EXEL,"Exelixis, Inc.",7826682268,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,31/10/17
EXFO,EXFO Inc,89968230.3,n/a,Capital Goods,Electrical Products,31/10/17
EXLS,"ExlService Holdings, Inc.",2106858035,2006,Miscellaneous,Business Services,31/10/17
EXPE,"Expedia, Inc.",18771093105,n/a,Consumer Services,Transportation Services,31/10/17
EXPD,"Expeditors International of Washington, Inc.",10730417791,n/a,Transportation,Oil Refining/Marketing,31/10/17
EXPO,"Exponent, Inc.",1926766831,n/a,Consumer Services,Professional Services,31/10/17
ESRX,Express Scripts Holding Company,35222736870,1992,Health Care,Medical/Nursing Services,31/10/17
XOG,"Extraction Oil & Gas, Inc.",2646281026,2016,Energy,Oil & Gas Production,31/10/17
EXTR,"Extreme Networks, Inc.",1360379937,1999,Technology,Computer Communications Equipment,31/10/17
EYEG,"Eyegate Pharmaceuticals, Inc.",18753208.02,n/a,Health Care,Major Pharmaceuticals,31/10/17
EYEGW,"Eyegate Pharmaceuticals, Inc.",0,n/a,Health Care,Major Pharmaceuticals,31/10/17
EZPW,"EZCORP, Inc.",567401068.9,1991,Consumer Services,Other Specialty Stores,31/10/17
FFIV,"F5 Networks, Inc.",7700576140,1999,Technology,Computer Communications Equipment,31/10/17
FB,"Facebook, Inc.",5.16598E+11,2012,Technology,"Computer Software: Programming, Data Processing",31/10/17
DAVE,"Famous Dave&#39;s of America, Inc.",28178393.4,n/a,Consumer Services,Restaurants,31/10/17
FANH,Fanhua Inc.,555533308.8,n/a,Finance,Specialty Insurers,31/10/17
FARM,Farmer Brothers Company,553391165.7,n/a,Consumer Non-Durables,Packaged Foods,31/10/17
FMAO,"Farmers & Merchants Bancorp, Inc.",374082156.8,n/a,Finance,Savings Institutions,31/10/17
FFKT,Farmers Capital Bank Corporation,329194186.2,n/a,Finance,Major Banks,31/10/17
FMNB,Farmers National Banc Corp.,408881741.1,n/a,Finance,Major Banks,31/10/17
FARO,"FARO Technologies, Inc.",772746526.3,1997,Capital Goods,Industrial Machinery/Components,31/10/17
FAST,Fastenal Company,13561951749,1987,Consumer Services,RETAIL: Building Materials,31/10/17
FAT,FAT Brands Inc.,116700000,2017,Consumer Services,Restaurants,31/10/17
FATE,"Fate Therapeutics, Inc.",188027713.8,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),31/10/17
FBSS,"Fauquier Bankshares, Inc.",78333614.25,n/a,Finance,Major Banks,31/10/17
FSAC,Federal Street Acquisition Corp.,111895000,2017,Finance,Business Services,31/10/17
FSACU,Federal Street Acquisition Corp.,0,2017,Finance,Business Services,31/10/17
